Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Fertilizer,Pesticide,Yield,GDD,Rainfall_Anomaly,Temperature_Range,Heat_Stress
Cotton,2015,Kharif,Karnataka,1220.478296502855,537.8427368325114,21.854763261482987,40.91415206314374,6.895321076895245,126.8114583738456,26.99483190227674,85.49026000720109,96984.51449455334,2309.919516746553,3.1298315691634806,1422.5715913779584,-0.03810914519952888,8.0,0
Rice,2014,Rabi,Gujarat,1738.6259728772145,716.6725181380475,30.630038096975515,34.83114513796296,6.558459173257835,115.82805102213632,52.33031594780408,86.24377094131896,104475.04853546304,5681.147317633304,5.054713790737208,2475.604571637062,0.12275583907308102,8.0,0
Cotton,2015,Summer,Tamil Nadu,1219.891108444262,849.1547531144763,27.685036578660316,46.72092253476943,6.414544471936485,115.4627220346224,33.42063243468085,101.2652876545068,119246.8708708397,3895.885167661024,1.9579416270465355,2122.204389439238,0.21674564803031543,8.0,0
Wheat,2009,Summer,Gujarat,225.9805080239612,641.0352009270817,33.87684601111348,37.825860441506926,6.706235868160569,69.56565839326306,54.01890091439248,114.9255650711198,25165.743018690955,406.1112613869073,3.155251972199164,2865.2215213336176,0.004260658357977609,8.0,0
Groundnut,2000,Rabi,Bihar,2444.987820178411,334.57069635329225,25.55387993434668,30.337918737977617,7.017666274850188,127.33031741779854,28.96465671230355,128.5892493064744,162633.59913728095,7314.470814716985,2.199702447629717,1866.4655921216015,-0.4869993620969556,8.0,0
Wheat,2017,Whole Year,Maharashtra,1993.5127076981205,1153.201590383964,27.71859043795173,57.04544736557843,6.319841034838412,75.88018607052463,69.80119832008185,88.73515222879595,143150.1402217262,4482.740908108805,4.124603617360619,2126.2308525542076,0.04698261013241067,8.0,0
Rice,2007,Whole Year,Karnataka,854.0375984438263,439.7562541794922,21.185359157346788,58.15979734972861,6.050504944560192,150.06009057415176,41.04003269407067,44.98245677165647,56646.21479908495,1519.225904228732,3.9067923387730663,1342.2430988816145,-0.21352936412625517,8.0,0
Maize,2009,Summer,Madhya Pradesh,2260.5758330394806,1283.34452505601,33.00655400474794,52.62216651079472,7.121150996119364,100.48575198967876,44.49279142162636,112.96547062033945,117444.03624668808,4672.0530712986365,2.575821554197385,2760.7864805697527,-0.07252861281166825,8.0,0
Maize,2005,Summer,Punjab,1009.6844751623158,1124.5673036696803,22.36145003915744,62.95550355357063,5.379540460281955,64.51674210542336,64.79661344918523,85.36142927266665,112234.05515770723,1825.150750116604,3.362885841708703,1483.3740046988928,0.08241632700317857,8.0,0
Cotton,2001,Summer,Andhra Pradesh,1040.463643533201,1103.3321984437248,22.836043462442536,49.819222500395256,5.872125972070871,117.93966268952482,61.84979215021141,109.82483356633912,79582.73916535956,1669.75267787733,2.864224849027084,1540.3252154931042,0.39464585926955514,8.0,0
Sugarcane,2019,Rabi,Maharashtra,6710.206112256832,1065.0495697932793,27.6667454607075,57.81807923267686,6.605011208201787,137.1193831511662,54.09492434374652,158.76871059705104,551200.4665310762,14455.458596941013,7.669488810005953,2120.0094552849,-0.03304991269447122,8.0,0
Groundnut,2015,Summer,Andhra Pradesh,1032.3734980821332,1152.8253021456442,19.580720543641817,61.31070487537661,7.088308622064632,98.2681818584808,76.51540659905916,87.27391937535396,66435.57920399087,2300.825312080375,3.317782256846557,1149.6864652370182,0.45720666574069757,8.0,0
Maize,2012,Whole Year,Andhra Pradesh,1616.3110513001386,600.2470163893978,26.222949103562016,50.41064735841008,6.711143017651864,132.59674758279192,54.55420841054483,84.27565316763919,126096.0907755028,3309.135831180029,3.248958431214383,1946.7538924274418,-0.2412692957499037,8.0,0
Groundnut,2006,Kharif,Andhra Pradesh,831.6494293483993,1019.4204791197576,23.670393321877118,69.32496855973942,6.2847428197008375,159.76938066828777,21.56803267094708,57.88295201099046,77307.3947454847,2373.586956142182,3.286925966450248,1640.447198625254,0.2885788632511997,8.0,0
Cotton,2016,Kharif,Bihar,219.1380802959228,730.2355837477876,35.22820749819182,29.7197922787514,7.044018638920488,121.6064954804461,48.29015113022643,134.4767273574248,18087.831250087176,409.3349132605525,3.1878137027066145,3027.3848997830187,0.11967761780887395,8.0,1
Wheat,2010,Rabi,Karnataka,1022.7755155003777,595.4821654121388,21.31170039690083,44.65694665187223,6.168001486273012,64.83741344542253,46.84063584856009,20.724693261249342,76950.60625709395,2320.9921228786925,3.5882872469931946,1357.4040476280995,0.06497459179222077,8.0,0
Rice,2007,Summer,Tamil Nadu,654.1462788243626,954.45884309998,24.38067871696548,57.89799891579922,6.965679249251043,109.18316298535348,27.376682026425733,90.27769448179964,60494.79807855772,1969.261465843459,4.011464905549582,1725.6814460358576,0.3676348619687201,8.0,0
Rice,2007,Kharif,Tamil Nadu,338.35064947930755,590.9137011126256,28.23440095061648,31.17586691473942,6.351348307381902,92.93014188448088,58.75675604817175,112.54703914129504,25238.725048938057,751.2113817627252,3.8282619348065,2188.1281140739775,-0.15328546233348933,8.0,0
Wheat,2002,Summer,Bihar,231.2030641458452,882.6734717550607,29.271503391010494,46.70845351985281,5.944222553284039,42.16544595659654,25.79953908492794,83.79096344024408,18083.298150660983,454.9635410945779,3.399360221898649,2312.5804069212595,0.35341217567796374,8.0,0
Groundnut,1999,Kharif,Tamil Nadu,1079.427895143686,667.9929858466232,28.290429506498544,39.89756894385304,6.991120566123019,62.025606931666346,43.92184422056274,52.72632323906591,72262.96921372545,3586.835673302107,2.629965042463585,2194.8515407798254,-0.042839299358732694,8.0,0
Maize,2010,Kharif,Odisha,666.7518746344168,707.4723623585325,25.56772017156081,45.8866660341138,7.467877824344243,173.4095283274615,33.212464016587845,50.74715491114622,51397.51899439631,1756.580611385876,3.826020431291624,1868.1264205872974,-0.13967030121546492,8.0,0
Maize,2018,Rabi,Maharashtra,387.2018978502221,868.0202322468017,24.039947252163444,38.30688010421152,6.379785567549725,96.84636895123752,61.921183851489694,80.28658037845848,21063.95596202597,616.6961878075554,3.4923018233869616,1684.7936702596132,-0.21193129112563344,8.0,0
Maize,1998,Kharif,Punjab,2776.124558569448,1327.5805164898848,31.29997881713788,58.04658523285241,7.1465400518466256,103.1365775968314,21.599825428575144,105.1139645359357,280840.7325965374,5559.012772608082,3.518743287229306,2555.997458056546,0.2778202085109328,8.0,0
Wheat,2017,Summer,Madhya Pradesh,1011.0462201670616,1587.029868730483,31.27400080693613,78.22330416726928,5.509363923451861,67.06592975204066,53.1021490182203,93.96812317906016,65187.37679018448,2508.311326122496,5.0988279800649865,2552.8800968323358,0.14694438252761255,8.0,0
Groundnut,2016,Summer,Gujarat,1557.3664353000397,555.2155535596069,30.23526134203474,33.6741314390124,5.8466163198200825,180.2873022103041,68.5355135080608,65.85525376641053,128728.95645663724,2550.241227253042,2.16721545031256,2428.231361044169,-0.13018639765475298,8.0,0
Rice,2003,Summer,Maharashtra,3649.654001753704,1204.994126954547,29.89835031453689,43.18129723909221,6.056178574370813,124.04171875344646,30.73824069869348,118.64419486205804,222655.94526690312,9696.435270184717,4.321512369367133,2387.802037744427,0.09400464476726195,8.0,0
Cotton,2012,Summer,Punjab,3301.8787269006384,1065.0047327381046,19.385826108255248,69.02147479434916,6.502212403270955,98.02604122225924,51.23118958632164,116.43418962037,205059.4285877644,7859.883741703722,2.539192772187421,1126.2991329906297,0.025086277441731985,8.0,0
Sugarcane,2000,Summer,Odisha,1741.4298393879858,759.5272676305449,25.037624456578985,42.3596502545362,6.85443367874757,137.6196017023816,21.765023009217156,65.5873563212804,145148.33636058503,4567.660568981662,8.666337097080012,1804.5149347894783,-0.07636834999356142,8.0,0
Sugarcane,2015,Summer,Bihar,5536.180449412984,826.367483443566,23.79650140554137,51.93713846077272,5.917562380744654,155.3971421062488,33.33556998971811,58.23733687907991,414653.2939152639,11319.990262579846,8.696128862407722,1655.5801686649645,0.26707763342334107,8.0,0
Maize,2013,Summer,Tamil Nadu,5011.256569990752,592.9146333054443,25.683420668969777,38.4670098363616,6.074108395299608,37.60359617816548,32.231257833288666,114.42084754853536,273327.24073625915,9492.683871948557,3.8664573206746766,1882.0104802763733,-0.1504183459113254,8.0,0
Sugarcane,2005,Kharif,Gujarat,959.13466547245,246.7714936705794,25.423776430294843,25.11497151426857,7.033436993866952,152.99481302359155,81.42347403916554,80.14157113464329,81137.41740351751,1920.676618480356,7.412729315386261,1850.8531716353812,-0.6134020372987204,8.0,0
Wheat,1998,Summer,Rajasthan,124.7844521788143,1122.9835717105673,28.97043933933626,54.58786033342844,6.118196191603795,78.89621939955475,33.581001639663235,94.76039002166748,12268.243389978556,249.5113416624664,4.436249109942593,2276.452720720351,0.044818702917457126,8.0,0
Wheat,2020,Kharif,Karnataka,837.9703001947182,569.9598658259424,26.71690807380233,36.68899783795826,7.342913119569314,52.373448182008936,36.43620132034499,113.437266400988,52564.7857064513,2056.292466316409,4.377085397988612,2006.0289688562796,0.01932989886585807,8.0,0
Maize,2007,Kharif,Andhra Pradesh,1159.4261028559645,690.917924940183,28.04002543122818,31.628885828127032,6.180793519473907,181.5498697056213,50.93338908282824,42.547120924368606,79569.44982916223,2094.138716680004,2.9083104734315497,2164.8030517473817,-0.12665847650180018,8.0,0
Rice,2018,Whole Year,Tamil Nadu,4027.1357922182806,544.8539512662115,26.503935810305173,43.21233631510671,7.219623012522839,122.0148155705198,37.35829742146073,91.54948542242644,365749.7703333421,4648.296086009294,4.311602415165956,1980.4722972366208,-0.21928403322927992,8.0,0
Wheat,2013,Kharif,Maharashtra,1941.6021706894403,826.1270941830423,28.057552639182813,66.28423639483432,7.028212002918211,86.95751036065315,64.79573547371106,91.04833959698044,159602.8443559299,2543.1772988385064,3.711685672866861,2166.9063167019376,-0.24996574009130848,8.0,0
Sugarcane,2015,Kharif,Gujarat,801.2314314746301,575.977044998301,28.30419304581466,46.7245080436154,6.625821400507917,175.2959005797068,48.99934331079216,65.49332077322407,54779.24196275414,2295.5121937876474,6.546176133603064,2196.5031654977593,-0.09766096218641945,8.0,0
Groundnut,2015,Rabi,Andhra Pradesh,695.9037190553905,640.164995812926,25.945450256275247,44.00469584295644,6.701358306455094,93.44212610694674,44.923387771804045,57.60745138923145,61909.44110040286,1682.9866367733546,1.7784719501708954,1913.4540307530297,-0.19081174108784785,8.0,0
Wheat,2001,Whole Year,Bihar,1939.700959841203,826.3022824147736,26.596065868670276,69.31447893037277,6.651212072237663,74.5741671485682,42.59109058445836,70.81191514963204,147072.53117192638,2499.416983028395,3.754728563844725,1991.5279042404331,0.26697766002541073,8.0,0
Wheat,2005,Whole Year,Bihar,647.5579565856284,745.681485993986,21.316575273501027,40.62530498708854,7.203356715042156,141.05237967407746,30.630076965620297,36.0747227205555,57190.12064825574,1673.7185184669995,4.3021129848509005,1357.9890328201232,0.14336097618912205,8.0,0
Maize,2008,Summer,Tamil Nadu,6843.475966857051,618.2735132726945,23.332454016015504,51.15163529643932,5.381630796928729,54.51547464170762,67.25554163873232,47.76117901036152,735077.7603423871,15616.167056327156,4.227855991762087,1599.8944819218605,-0.11408185161995009,8.0,0
Rice,2008,Kharif,Bihar,2681.4405486343867,746.8005466436051,29.3024141303977,55.40355265619585,6.394946691605444,111.4497898767842,58.01624087243705,117.2220526351133,272553.8625462252,5507.63395087417,3.925576616477518,2316.289695647724,0.1450768432192067,8.0,0
Rice,1998,Summer,Bihar,146.20977553875156,633.3655634394764,23.548296726625235,40.093131063631134,6.685674695262639,59.71734333001992,77.26034244925087,62.229949134068434,10376.79445374017,472.1766005370944,2.6423191756427924,1625.7956071950282,-0.02885416561791137,8.0,0
Sugarcane,2010,Whole Year,Rajasthan,162.6681443613624,1027.7120044268634,23.51297019300444,59.23682860384704,7.245226873924343,70.94114897103532,63.93381378592085,49.28435800557004,12123.478109128946,316.9143342155453,8.52621039391933,1621.5564231605326,-0.0438215210909485,8.0,0
Groundnut,2000,Rabi,Rajasthan,942.1626968252898,1066.3470965631675,26.350048839712727,49.99133474241215,6.267092897921225,130.50691441972336,39.95884353953226,83.51325948588335,71156.78880948981,2536.299906882018,2.9142613643053257,1962.0058607655274,-0.007875610687801739,8.0,0
Groundnut,2014,Rabi,Gujarat,392.1365289995348,960.1026971339325,23.05142999837821,53.65953103560278,5.433358558278064,76.10961624984259,39.028874535167645,67.32645963677746,35403.91818363961,1309.8733705958605,3.2092620340363727,1566.1715998053853,0.5041192204734649,8.0,0
Wheat,2013,Whole Year,Odisha,179.80920700369887,938.9748795045742,28.59572403670813,51.17153805819388,6.591345669068112,138.18126289154193,74.292885924048,68.54173341924607,14681.887819934876,396.6894719143103,3.601254721155657,2231.4868844049756,0.14185093048305306,8.0,0
Sugarcane,2019,Kharif,Maharashtra,6832.150437506267,1053.0919699259507,29.40442039740698,37.74873672634565,6.6213392474611,34.27698952374064,45.331615037200194,118.54844694829212,587230.8252720847,14904.55155511745,7.725187040447856,2328.5304476888377,-0.043906123112838195,8.0,0
Wheat,2014,Whole Year,Maharashtra,725.6534983826331,1267.714098463538,30.32239121055934,47.22948677837064,5.859121875512121,102.28819622696308,48.45172996261523,145.5883081634771,48676.84868058991,1454.6652762648598,3.196218894558104,2438.686945267121,0.15094761122292977,8.0,0
Sugarcane,2005,Rabi,Karnataka,1047.727067551584,712.3473870739891,23.830012246940772,49.09668006963848,6.453041335662959,90.57770751173712,44.30620644926852,105.21710287784124,83338.51243848972,2261.9938831847817,7.750608154251131,1659.6014696328925,0.27397915811317614,8.0,0
Cotton,2020,Summer,Punjab,1283.5690223106446,1088.965922032884,20.73681275182765,49.98287273899919,5.879388612630603,101.3355803468516,47.61322826450039,45.23038484064191,76528.9257423023,2206.6550508107384,2.328827325342448,1288.417530219318,0.0481493546114361,8.0,0
Wheat,2006,Rabi,Rajasthan,3797.112737555624,1017.0702924554864,23.25895878248198,54.612588149117386,6.384062630321314,94.69362307725804,52.31706457116468,76.19433115984091,314244.1210837492,7833.748638845504,4.538549295540794,1591.0750538978375,-0.053722520516798516,8.0,0
Groundnut,2004,Summer,Punjab,461.66036420736185,971.1870762124886,24.948331508509277,43.19614532609282,7.656664838678925,122.94850700854656,69.06097661746266,109.00800599754965,31397.944285568585,941.9066496200008,2.5841374759182263,1793.7997810211132,-0.06521491027112104,8.0,0
Maize,2018,Whole Year,Tamil Nadu,1899.832986338176,511.9632209278501,27.32899698885594,29.02210321301203,7.280457189888046,124.55343509504574,92.0538226237441,77.95156814732198,119696.0376541202,4796.48812657072,4.414902442813952,2079.479638662713,-0.26641284320521336,8.0,0
Wheat,2005,Rabi,Bihar,196.43085843333748,685.1996292138454,23.57520064510018,54.93251642872684,6.572855159602136,95.83792703054034,45.77042795501849,75.37093636433423,15898.377587232508,407.76420724629634,3.6676580514071855,1629.0240774120214,0.050623532510203496,8.0,0
Groundnut,1998,Kharif,Odisha,333.58956591373465,713.275379243544,22.65490901795659,51.0749643008457,6.429867239255969,91.67408602302082,45.21957203875162,87.33914779329466,27260.903409320574,714.7524541040455,2.900576085628101,1518.589082154791,-0.13261347746609226,8.0,0
Groundnut,2008,Kharif,Tamil Nadu,781.3710442656537,626.880164456806,25.125585501345228,43.48211850951493,6.091079495690141,124.31022523339502,48.47966067440032,126.7875564955711,56471.46877067295,1914.5293126049733,2.9745534981795507,1815.0702601614273,-0.10174946422653157,8.0,0
Cotton,2016,Whole Year,Maharashtra,512.4898345558499,1219.141986486787,27.89067664885501,53.13653146425962,6.88895905495896,128.4893638877953,58.4210204093354,43.01634898980134,40324.87339219204,1247.2099503429602,2.7288799477280143,2146.8811978626013,0.10684937462573052,8.0,0
Maize,2001,Whole Year,Tamil Nadu,814.788649134614,1009.182468153022,27.98729651658733,53.04675778255252,6.38457606651143,32.33812691290163,44.02110479434444,88.42724578391973,55996.93684160437,1735.4043971388674,3.948968567347855,2158.47558199048,0.4460478160073543,8.0,0
Wheat,2008,Summer,Karnataka,3574.561484633146,625.2981896471202,25.153446089609304,41.58654432644467,7.322472643447734,61.48090471029868,23.2831881089056,30.162846635664728,247440.8679878604,4151.736454788211,2.7315774333565623,1818.4135307531164,0.11829828489810289,8.0,0
Maize,2000,Kharif,Rajasthan,459.1908662942142,1057.2865134225403,26.709036050318048,48.434922616528205,6.645046375547065,66.19697345036039,23.63484517386764,116.25454770108956,31514.57215153615,1409.4538069082748,3.012392950195997,2005.0843260381657,-0.01630553518815526,8.0,0
Sugarcane,2013,Whole Year,Tamil Nadu,580.3484609039789,702.1121696841093,28.289210266868704,50.10056873392539,6.667903753909349,93.5344511162368,73.74511182856796,90.26946545989622,49540.28491620728,1572.548770898071,7.82490378616729,2194.7052320242447,0.006049749776651352,8.0,0
Maize,2008,Rabi,Odisha,374.3077832620669,1027.8851997842144,25.3583104275722,50.41959472995824,5.661394711901066,41.24812439567,39.01146776750304,69.85142921537356,30639.32062803011,999.6326281759332,3.149863243134466,1842.9972513086639,0.24997132236649816,8.0,0
Sugarcane,2004,Kharif,Punjab,261.29604342069626,1112.0032751219312,22.36980281467436,70.10649225980647,6.266212769167572,125.56350641244067,32.04550279027524,105.56726179442433,12066.272453231872,584.0075180113002,8.322376331847462,1484.3763377609234,0.07032322275888145,8.0,0
Rice,2002,Rabi,Maharashtra,558.8524590411182,1141.6912552683282,30.025663097665383,47.62572447815747,7.607356558537075,75.03416824993373,85.83423994132136,69.08440183231465,56144.46262460668,1534.7152936637342,4.056525987504628,2403.079571719846,0.036532467847362124,8.0,0
Rice,2010,Whole Year,Karnataka,658.9183017150069,605.5646361478604,26.0389828191901,48.54131159545632,5.733429888845532,134.40953488477984,57.66177939927259,50.65364646676458,31307.733843717782,1832.137109608156,3.978021754946962,1924.677938302812,0.08300632436070585,8.0,0
Wheat,2013,Whole Year,Maharashtra,773.141548259958,849.6676171684802,30.432054853028436,45.47579533631031,6.44186873036249,85.82892472289043,40.493268714996766,136.36458709692818,50145.16574797997,1430.436099413267,3.62591523012134,2451.8465823634124,-0.2285934853141119,8.0,0
Rice,2019,Summer,Tamil Nadu,986.6710879830032,775.7753695070047,24.64420856880464,53.28963556107996,6.454062169597094,140.13343645866843,28.61116190569399,80.2613777766336,93805.01519535838,2032.802655680884,4.160928698824248,1757.3050282565569,0.11160103766104813,8.0,0
Sugarcane,2007,Summer,Andhra Pradesh,1878.0304106704716,640.1673510391421,24.8146599473463,47.77400691337918,6.719053102163436,96.7434609066564,69.59338332623564,88.89635519139117,138499.77857935018,4284.114829396027,9.071389414704376,1777.759193681556,-0.19080876400941715,8.0,0
Maize,2000,Whole Year,Gujarat,451.4086563497874,712.262085836897,26.959090896198816,49.75502783592844,6.791026092776418,102.02900107368038,25.972866208685957,115.7721049923686,40540.101849084014,1037.94190740107,3.09985120326919,2035.090907543858,0.11584635322895863,8.0,0
Rice,2016,Summer,Madhya Pradesh,7083.925862909221,1249.2687641841771,32.424863038122815,61.262687758102,6.276730319039002,132.7513614221179,25.280583972450188,128.9853665183287,621200.6431841679,12672.70048485146,5.096650865126575,2690.983564574738,-0.09715512002639518,8.0,0
Cotton,2012,Rabi,Karnataka,1220.4605487015294,664.3524907904243,21.392377034277605,44.63458700869384,7.052011929339636,92.17624711460245,54.561082186044544,86.98242614410002,83986.86625926202,2341.15202855195,2.5730721583119927,1367.0852441133125,0.18814393407714217,8.0,0
Sugarcane,2013,Kharif,Odisha,2677.2114371135326,795.4984937551806,20.417241591836884,65.7667320896596,6.2311426258520495,51.23740944424934,28.963448789554416,143.63534667938504,248258.80896965775,6997.200055069055,7.869326070495233,1250.068991020426,-0.0326251371371543,8.0,0
Sugarcane,1999,Kharif,Karnataka,7821.203428135963,351.77698153390656,21.84311194701055,40.3140762750128,6.889679782965174,51.74210180172975,29.515901267831683,106.31364489819713,673801.8627219748,8613.725670978849,8.041136598684083,1421.1734336412658,-0.3708736061774072,8.0,0
Rice,2004,Kharif,Odisha,869.0933363112266,770.7289809535077,23.839581011718323,37.59541404802789,5.718687738872378,143.2206261243445,55.03297566583692,134.54847593558253,70862.51876376892,1764.4820255118364,5.257337775072578,1660.7497214061987,-0.06274638090790854,8.0,0
Groundnut,2015,Whole Year,Bihar,925.7258363278908,1049.7709515824354,18.804560376614997,68.58555037953877,6.592735096907486,64.34300238550101,53.599880720604304,68.74595138247204,72533.52167795584,2088.837165436189,2.416380322313997,1056.5472451937997,0.6096244341856851,8.0,0
Maize,2016,Kharif,Karnataka,522.255692048985,148.79203812897566,21.445852604816807,43.646415945360296,5.735612653386017,94.06750340626898,22.31476531829684,70.24837177903511,59893.54208991438,1052.5895472517182,3.74672565720117,1373.5023125780167,-0.7338967491000074,8.0,0
Sugarcane,2007,Kharif,Odisha,2024.7710533687043,852.9930558701104,28.754304921914127,49.46161518082921,6.717050782481819,158.3563361049576,57.63858702421188,92.14037406350997,151505.04922145768,4503.91857174779,8.240268774572824,2250.516590629695,0.037291769780757156,8.0,0
Cotton,2016,Whole Year,Madhya Pradesh,1272.375165831462,1199.7011065952945,30.96608579065605,49.36238570789488,6.739757380279152,88.23763843572257,19.93200719680892,62.9836099038915,119221.99739245493,2458.1983324900907,3.356446901649648,2515.930294878726,-0.13297760046405863,8.0,0
Groundnut,2017,Rabi,Punjab,1732.295113545033,1290.0545728958273,24.530901709494724,55.7897683535855,6.346361797762972,82.3647699038986,50.80922999044846,126.64859984655912,164978.4795927031,4540.650285231242,3.193584475756073,1743.708205139367,0.24170081049907047,8.0,0
Sugarcane,2006,Kharif,Odisha,401.6564575764688,969.9872161977275,30.683983695124127,42.655324348032266,6.71437191192569,117.21340000230926,27.66025763229391,70.33848692447685,39145.95350773929,1259.8917619739068,8.79488917529384,2482.078043414895,0.1795638302447347,8.0,0
Sugarcane,2018,Whole Year,Karnataka,775.3388597666695,591.4057671662662,21.42974101169222,50.089251244174186,5.915357411855919,155.73372689188338,55.07861369474547,68.00897565242661,77752.89512184358,2086.396425768756,6.882341377180283,1371.5689214030663,0.05768426336589622,8.0,0
Rice,2003,Whole Year,Madhya Pradesh,310.0185364706578,1546.7407013282025,26.28884319614875,64.5682668463018,7.247202586176307,167.18901798058295,48.724263392649945,38.757763825362105,25038.71373231248,924.5123921519316,5.57084093402999,1954.66118353785,0.11782745464918794,8.0,0
Groundnut,2002,Summer,Tamil Nadu,244.5448065271685,749.5125111315689,26.66456203784795,38.76366132264104,7.060223940373557,81.75533866958365,38.75852503220735,65.98173798672576,19669.29342901138,458.8471560753048,2.5321825464635044,1999.747444541754,0.0739692414355579,8.0,0
Rice,2013,Kharif,Tamil Nadu,1024.9347198042406,706.5911038043943,26.2538998434147,43.71803367120841,6.050544744290036,128.72141205162103,35.91801402101158,20.107403773356022,98804.5181086588,2009.1274526413133,4.2627608378879485,1950.467981209764,0.012467571238141925,8.0,0
Sugarcane,2012,Summer,Andhra Pradesh,2085.063024298886,689.9121644710378,20.8011171605892,46.3850742563161,5.909242413027392,104.91829417494618,48.84593719517901,72.38029465426777,150853.06310168645,3905.069131031077,7.494746181562163,1296.134059270704,-0.12792978869198865,8.0,0
Cotton,2000,Whole Year,Punjab,780.7948390713645,977.2521822021693,22.767135489535036,52.131431259750784,6.297530899944412,106.2939261294951,37.86308033012334,26.103627490131394,53835.63564046573,2145.6367658725017,3.402897569112389,1532.0562587442043,-0.05937713628746838,8.0,0
Wheat,2016,Whole Year,Madhya Pradesh,1199.8787956160145,1298.071891984055,31.340515731603134,58.804850079420426,6.694248169348866,125.13333067373313,34.81800742334778,57.72774439255958,108594.22118728266,2296.230035573865,4.1319630185029,2560.861887792376,-0.06188516425386299,8.0,0
Wheat,2001,Summer,Andhra Pradesh,1905.1248209668277,799.5688212289624,25.42420529065523,40.617885757915815,6.63341214458053,120.7484230773966,43.54830131124075,64.5433689642629,124801.97242069308,4614.349840255156,4.028391127762706,1850.9046348786276,0.010679600669037987,8.0,0
Sugarcane,2016,Whole Year,Odisha,206.01154781625547,482.4733136819199,28.60256502583454,39.18055646316527,5.985267676556416,72.57596334716943,59.58716511042828,79.23025409149872,15585.233191630712,521.4350975802109,7.630607065893393,2232.3078031001446,-0.41328291716156235,8.0,0
